Column1,PLAYER,EFF,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year,LANE_AGILITY_TIME_x,SHUTTLE_RUN_x,THREE_QUARTER_SPRINT_x,STANDING_VERTICAL_LEAP_x,MAX_VERTICAL_LEAP_x,MAX_BENCH_PRESS_x,BODY_FAT,HAND_LENGTH_INCHES,HAND_WIDTH_INCHES,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,STANDING_REACH,WEIGHT,WINGSPAN,LANE_AGILITY_TIME_y,SHUTTLE_RUN_y,THREE_QUARTER_SPRINT_y,STANDING_VERTICAL_LEAP_y,MAX_VERTICAL_LEAP_y,MAX_BENCH_PRESS_y
642,Charles Jenkins,6.8,,,,,,,,,,,,,11.68,-,3.18,29.5,34,16,0.04,8.5,9,6' 1.5'',6' 3.25'',8' 0.5'',216.4,6' 7.5'',11.68,-,3.18,29.5,34,16
643,Nikola Vucevic,7.9,,,,,,,,,,,,,12.02,-,3.27,23.5,25,8,0.06,9.25,10.25,6' 10.25'',6' 11.75'',9' 4.5'',259.8,7' 4.5'',12.02,-,3.27,23.5,25,8
644,Donald Sloan,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Bismack Biyombo,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Tobias Harris,5.2,,,,,,,,,,,,,10.96,-,3.17,31.5,37.5,12,0.08,8.75,9,6' 6.5'',6' 7.75'',8' 7.5'',222.8,6' 11'',10.96,-,3.17,31.5,37.5,12
647,Jeremy Tyler,5.2,,,,,,,,,,,,,11.26,-,3.29,28,33.5,10,0.13,9.25,9,6' 9'',6' 10.5'',9' 2.5'',262.4,7' 5'',11.26,-,3.29,28,33.5,10
648,Jon Leuer,6,,,,,,,,,,,,,10.82,-,3.36,29.5,36.5,14,0.05,8.75,9.75,6' 10'',6' 11.5'',8' 9.5'',223.2,7' 0'',10.82,-,3.36,29.5,36.5,14
649,Jan Vesely,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Chris Singleton,6.7,,,,,,,,,,,,,11.33,-,3.09,30.5,37.5,15,0.07,9.25,10,6' 7.75'',6' 9'',8' 7.5'',230.2,7' 1'',11.33,-,3.09,30.5,37.5,15
651,Enes Freedom,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Jordan Williams,6.5,,,,,,,,,,,,,12.74,-,3.45,25,30.5,10,0.12,9.25,10,6' 7.75'',6' 9'',8' 10.5'',247.2,7' 0.25'',12.74,-,3.45,25,30.5,10
653,Jordan Hamilton,4.7,,,,,,,,,,,,,11.47,-,3.3,25,32,7,0.1,9,9.25,6' 6.75'',6' 8.5'',8' 8'',228.4,6' 9.5'',11.47,-,3.3,25,32,7
654,Josh Harrellson,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Andrew Goudelock,2.6,,,,,,,,,,,,,10.33,-,3.1,32.5,37,4,0.1,8.25,9.25,6' 1.25'',6' 2.75'',8' 0.5'',197.6,6' 4.25'',10.33,-,3.1,32.5,37,4
656,Lavoy Allen,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Lance Thomas,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Cory Higgins,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Nolan Smith,3.3,,,,,,,,,,,,,11.05,-,3.17,28.5,34,9,0.06,8.5,9.25,6' 1.5'',6' 3.5'',8' 3'',187.6,6' 5.5'',11.05,-,3.17,28.5,34,9
660,Shelvin Mack,4.5,,,,,,,,,,,,,11.23,-,3.18,32,39,17,0.07,8.25,9.25,6' 1'',6' 2.5'',8' 0.5'',209,6' 7.5'',11.23,-,3.18,32,39,17
661,Malcolm Lee,3.9,,,,,,,,,,,,,11.2,-,3.09,30,35.5,17,0.06,8.5,9.5,6' 4'',6' 5.5'',8' 5.5'',198.2,6' 9.75'',11.2,-,3.09,30,35.5,17
662,JaJuan Johnson,3.1,,,,,,,,,,,,,11.21,-,3.14,33.5,38,15,0.08,9,10,6' 9'',6' 10'',8' 11.5'',219.8,7' 2'',11.21,-,3.14,33.5,38,15
663,Reggie Jackson,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Greg Stiemsma,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,E'Twaun Moore,2.6,,,,,,,,,,,,,11.12,-,3.31,32,34.5,-,0.08,9,10,6' 2.5'',6' 4'',8' 3.5'',191.4,6' 9.5'',11.12,-,3.31,32,34.5,-
666,Jeremy Pargo,1.7,,,,,,,,,,,,,10.65,-,3.07,32,37,7,0.08,-,-,6' 0.5'',6' 1.5'',8' 0'',208,6' 5'',10.65,-,3.07,32,37,7
667,Jimmy Butler,2.9,,,,,,,,,,,,,11.12,-,3.15,32,39,14,0.05,9,9,6' 6'',6' 7.75'',8' 5.5'',222.2,6' 7.5'',11.12,-,3.15,32,39,14
668,Mickell Gladness,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Cory Joseph,2.1,,,,,,,,,,,,,10.75,-,3.27,27.5,35,5,0.1,8.5,10.5,6' 2'',6' 3.25'',8' 3'',186.2,6' 5.5'',10.75,-,3.27,27.5,35,5
670,Blake Griffin,25.6,0.493,0.326,0.696,33.1,19.9,8.3,4.2,79.1,0.16,3.4,32.4,2009,10.95,-,3.28,32,35.5,22,0.08,-,-,6' 8.5'',6' 10'',8' 9'',248.4,6' 11.25'',10.95,-,3.28,32,35.5,22
671,John Wall,18.1,0.431,0.323,0.779,35.6,19.1,4.3,9.1,44.1,0.097,2.4,24,2010,10.84,-,3.14,30,39,-,0.06,8.25,9.5,6' 2.75'',6' 4'',8' 5.5'',195.6,6' 9.25'',10.84,-,3.14,30,39,-
672,DeMarcus Cousins,15.2,0.459,0.331,0.737,30.3,19.9,10.4,3.1,46.3,0.115,2.5,21.6,2010,11.4,-,3.55,23.5,27.5,-,0.16,9.25,10,6' 9.5'',6' 10.75'',9' 5'',291.8,7' 5.75'',11.4,-,3.55,23.5,27.5,-
673,Jordan Crawford,8.4,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3,2010,11.03,-,3.37,31.5,34.5,7,0.05,8,9,6' 3'',6' 4.5'',8' 5'',198.4,6' 7'',11.03,-,3.37,31.5,34.5,7
674,Gary Neal,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Landry Fields,13.7,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.3,2.6,2010,,,,,,,,,,,,,,,,,,,,
676,Greg Monroe,14.7,0.514,0.059,0.703,27.5,13.1,8.2,2.1,50.1,0.137,1.4,15.2,2010,12.1,-,3.35,25,29,15,0.11,8.75,9.5,6' 9.75'',6' 11'',9' 0.5'',246.6,7' 2.25'',12.1,-,3.35,25,29,15
677,Wesley Johnson,8.5,0.404,0.337,0.741,22.1,7,3.2,1.1,10.7,0.038,-1.6,1.2,2010,11.43,-,3.14,32,37,16,0.05,9,9.5,6' 6.25'',6' 7.25'',8' 10'',206.4,7' 1'',11.43,-,3.14,32,37,16
678,Paul George,8.9,0.436,0.381,0.849,33.6,20.4,6.4,3.6,76.1,0.149,4.1,37.6,2010,-,-,-,-,-,4,0.05,8.5,9,6' 7.75'',6' 8.75'',8' 11'',214.4,6' 11.25'',-,-,-,-,-,4
679,Samardo Samuels,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Ed Davis,13,0.567,0,0.584,19.3,6,6.5,0.8,43.1,0.151,-0.2,6.2,2010,11.7,-,3.21,31,36,-,0.1,9.25,10,6' 9'',6' 9.75'',9' 0'',226.6,7' 0'',11.7,-,3.21,31,36,-
681,Evan Turner,8.8,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5,2010,11.06,-,3.27,27.5,34.5,9,0.09,8.75,9.5,6' 5.75'',6' 7'',8' 7.5'',213.8,6' 8'',11.06,-,3.27,27.5,34.5,9
682,Christian Eyenga,6.6,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.2,-0.6,2009,,,,,,,,,,,,,,,,,,,,
683,Derrick Favors,9.4,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.4,0.151,0.9,14,2010,11.74,-,3.25,31.5,35.5,14,0.07,8.75,9.25,6' 8.75'',6' 10.25'',9' 2'',245.2,7' 4'',11.74,-,3.25,31.5,35.5,14
684,Eric Bledsoe,8.2,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.3,0.106,1.6,18.9,2010,-,-,-,-,-,9,0.06,8.5,9.75,6' 0.25'',6' 1.5'',8' 2'',191.6,6' 7.5'',-,-,-,-,-,9
685,Patrick Patterson,8.9,0.447,0.369,0.755,20.8,6.7,3.9,1,31.9,0.102,0,7.4,2010,11.14,-,3.25,28.5,33.5,17,0.05,9.25,10.25,6' 8'',6' 9.25'',8' 11'',239.6,7' 1.25'',11.14,-,3.25,28.5,33.5,17
686,Manny Harris,5.9,,,,,,,,,,,,,-,-,-,-,-,11,0.04,8.5,9,6' 4'',6' 5.5'',8' 6'',185.1,6' 7.25'',-,-,-,-,-,11
687,Al-Farouq Aminu,6.1,0.42,0.332,0.746,24.9,7.5,6,1.2,27.6,0.075,-0.6,6.5,2010,11.29,-,3.3,27,33.5,13,0.08,9.5,9.5,6' 7.25'',6' 8.5'',9' 0.5'',216,7' 3.25'',11.29,-,3.3,27,33.5,13
688,Nikola Pekovic,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Gordon Hayward,5.7,0.453,0.371,0.826,31.1,15.6,4.5,3.5,60.2,0.127,2,22.8,2010,11.73,-,3.22,30.5,34.5,10,0.07,8.5,9.25,6' 6.75'',6' 8'',8' 7'',211,6' 7.75'',11.73,-,3.22,30.5,34.5,10
690,Trevor Booker,8,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2,2010,11.15,-,3.1,31,36,22,0.07,9,9.5,6' 6.25'',6' 7.5'',8' 10'',235.8,6' 9.75'',11.15,-,3.1,31,36,22
691,Gary Forbes,4.7,,,,,,,,,,,,,11.45,-,3.25,27.5,33.5,13,0.07,-,-,6' 4.5'',6' 5.75'',8' 8.5'',220.5,6' 11.25'',11.45,-,3.25,27.5,33.5,13
692,Tiago Splitter,6.1,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.1,5.4,2007,,,,,,,,,,,,,,,,,,,,
693,Xavier Henry,2.8,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7,2010,11.1,-,3.18,28.5,36.5,8,0.05,8.75,10,6' 5.25'',6' 6.5'',8' 9'',210.2,6' 11.25'',11.1,-,3.18,28.5,36.5,8
694,Larry Sanders,5.6,0.48,0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1,2010,12.49,-,3.27,25.5,28,7,0.05,9.75,11,6' 9.25'',6' 10.5'',9' 4'',222.4,7' 5.75'',12.49,-,3.27,25.5,28,7
695,Pooh Jeter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Ekpe Udoh,6.4,0.453,0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8,2010,11.15,-,3.29,31,33.5,10,0.08,9.5,8.75,6' 8.75'',6' 9.75'',8' 10.5'',237.4,7' 4.5'',11.15,-,3.29,31,33.5,10
697,Semih Erden,5.8,0.546,,0.594,13.4,3.8,2.8,0.4,1.8,0.094,-3.6,-0.4,2008,,,,,,,,,,,,,,,,,,,,
698,Luke Harangody,5.1,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3,2010,11.83,-,3.41,24,28.5,23,0.11,8.75,9.75,6' 6'',6' 7.75'',8' 10'',240.2,6' 9.5'',11.83,-,3.41,24,28.5,23
699,Lazar Hayward,3.6,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3,2010,10.87,-,3.31,31,36,15,0.08,9.25,9.5,6' 4.5'',6' 5.75'',8' 6'',225.8,7' 0.75'',10.87,-,3.31,31,36,15
700,Ben Uzoh,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Jeremy Evans,5.4,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9,2010,,,,,,,,,,,,,,,,,,,,
702,Timofey Mozgov,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Greivis Vasquez,4,,,,,,,,,,,,,-,-,-,-,-,-,0.09,7.75,9.25,6' 5'',6' 6.5'',8' 5'',210.8,6' 7'',-,-,-,-,-,-
704,Armon Johnson,2.5,0.458,0.4,0.679,8.5,3.3,1,1.2,-0.1,-0.015,-4.1,-0.2,2010,11.25,-,3.19,31.5,38.5,18,0.06,8.25,9.25,6' 2'',6' 3.25'',8' 3.5'',195.2,6' 8'',11.25,-,3.19,31.5,38.5,18
705,Quincy Pondexter,3,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3,2010,,,,,,,,,,,,,,,,,,,,
706,Omer Asik,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Kevin Seraphin,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Ish Smith,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Mustafa Shakur,2,,,,,,,,,,,,,11.82,-,3.27,28.5,35,11,0.04,-,-,6' 3'',6' 4.5'',8' 3'',185,6' 5.5'',11.82,-,3.27,28.5,35,11
710,Derrick Caracter,2.1,0.485,,0.739,5.2,2,1,0.2,0.3,0.057,-7.1,-0.3,2010,12.78,-,3.61,25,30.5,22,0.13,9,10.25,6' 8.25'',6' 9.5'',8' 11.5'',280,7' 0.25'',12.78,-,3.61,25,30.5,22
711,Cole Aldrich,2.9,0.527,,0.738,10,3.1,3.3,0.5,9.6,0.135,0.1,1.8,2010,11.48,-,3.35,23,28,10,0.09,9,9.25,6' 9'',6' 11.25'',9' 3.5'',236,7' 4.75'',11.48,-,3.35,23,28,10
712,Tyreke Evans,19.6,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1,2009,11.81,-,3.17,28.5,34,7,0.07,-,-,6' 4'',6' 5.25'',8' 8'',220.6,6' 11.25'',11.81,-,3.17,28.5,34,7
713,Stephen Curry,19,0.473,0.428,0.908,34.4,24.3,4.6,6.5,120,0.204,6.5,60.7,2009,11.07,-,3.28,29.5,35.5,10,0.06,-,-,6' 2'',6' 3.25'',8' 1'',181,6' 3.5'',11.07,-,3.28,29.5,35.5,10
714,Brandon Jennings,13.8,0.387,0.345,0.796,30.3,14.1,3,5.7,29.9,0.085,0.8,11.8,2009,,,,,,,,,,,,,,,,,,,,
715,Marcus Thornton,11.7,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,0.2,6.2,2009,10.73,-,3.28,31,33,14,0.05,8.25,8.5,6' 1.75'',6' 2.75'',8' 1.5'',177.4,6' 7.75'',10.73,-,3.28,31,33,14
731,Jonny Flynn,11,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4,-1.9,2009,10.86,-,3.23,33,40,10,0.06,-,-,5' 11.25'',6' 0.75'',7' 11.5'',195.6,6' 4'',10.86,-,3.23,33,40,10
732,Darren Collison,13.3,0.471,0.394,0.853,29.3,12.5,2.7,5,49.9,0.115,0.5,13.4,2009,10.45,-,3.1,30.5,33.5,9,0.06,-,-,6' 0.25'',6' 1.5'',8' 0.5'',166.2,6' 3'',10.45,-,3.1,30.5,33.5,9
733,Omri Casspi,10.1,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.078,-0.8,3.5,2009,11.15,-,3.28,25.5,32.5,2,0.09,-,-,6' 7.75'',6' 9.25'',8' 10.5'',211.2,6' 9.25'',11.15,-,3.28,25.5,32.5,2
734,James Harden,9.7,0.443,0.362,0.859,34.6,25,5.6,6.7,147.5,0.222,6.8,71.2,2009,11.1,-,3.13,31.5,37,17,0.1,-,-,6' 4'',6' 5.25'',8' 7.5'',222,6' 10.75'',11.1,-,3.13,31.5,37,17
735,Wesley Matthews,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Jonas Jerebko,11.7,0.457,0.363,0.77,17.8,6.2,4,0.8,25.8,0.109,-1,2.9,2009,,,,,,,,,,,,,,,,,,,,
737,Taj Gibson,13.1,0.518,0.239,0.711,24.6,9.1,6.1,1,58,0.128,-0.7,7,2009,11.56,-,3.41,25.5,30,12,0.07,-,-,6' 8.5'',6' 9.75'',9' 1'',214.4,7' 4'',11.56,-,3.41,25.5,30,12
738,Chase Budinger,8.5,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-0.5,2.9,2009,11.08,-,3.24,29.5,38.5,10,0.1,-,-,6' 6.25'',6' 7'',8' 5'',206.4,6' 7'',11.08,-,3.24,29.5,38.5,10
739,DeMar DeRozan,8.2,0.465,0.287,0.836,34.2,20.6,4.4,3.9,82.9,0.124,0.8,22.3,2009,11.88,-,3.31,29,38.5,5,0.05,-,-,6' 5.5'',6' 6.5'',8' 6.5'',211.2,6' 9'',11.88,-,3.31,29,38.5,5
740,Toney Douglas,8.3,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2,2009,10.63,-,3.03,28,32.5,15,0.05,-,-,6' 1'',6' 2'',8' 1.5'',183.4,6' 6'',10.63,-,3.03,28,32.5,15
741,Terrence Williams,9.3,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,2009,11.15,-,3.18,30.5,37,9,0.05,-,-,6' 5'',6' 6.25'',8' 7.5'',213.2,6' 9'',11.15,-,3.18,30.5,37,9
742,Ty Lawson,9.4,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,1.4,13.6,2009,10.98,-,3.12,29,36.5,14,0.07,-,-,5' 11.25'',6' 0.5'',7' 10.5'',196.6,6' 0.75'',10.98,-,3.12,29,36.5,14
743,Jrue Holiday,9.4,0.46,0.362,0.777,33.2,16.2,4,6.4,55,0.097,1.5,23.9,2009,10.64,-,3.21,28.5,34,6,0.06,-,-,6' 3.25'',6' 4.25'',8' 4.5'',199,6' 7'',10.64,-,3.21,28.5,34,6
744,DeJuan Blair,11.1,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,-1.2,1.4,2009,11.5,-,3.45,26,33,18,0.12,-,-,6' 5.25'',6' 6.5'',8' 10.5'',276.6,7' 2'',11.5,-,3.45,26,33,18
745,Sam Young,6.2,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1,2009,11.47,-,3.45,27.5,33,-,0.05,-,-,6' 5.25'',6' 6.75'',8' 9.5'',222.8,6' 10.75'',11.47,-,3.45,27.5,33,-
746,AJ Price,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Rodrigue Beaubois,6.8,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,2009,10.49,-,3.15,29.5,39,3,0.08,-,-,6' 1.25'',6' 2.25'',8' 4'',182.4,6' 9.75'',10.49,-,3.15,29.5,39,3
748,Wayne Ellington,5.6,0.41,0.382,0.843,20.9,8,2.1,1.1,21,0.063,-1.5,2.1,2009,11.14,-,3.2,31.5,38,13,0.06,-,-,6' 4.25'',6' 5.25'',8' 4'',202.4,6' 6.5'',11.14,-,3.2,31.5,38,13
749,Serge Ibaka,9.8,0.513,0.359,0.758,27.8,12.2,7.2,0.8,72.1,0.14,0.5,15.8,2008,,,,,,,,,,,,,,,,,,,,
750,Jordan Hill,6.8,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2,0,2009,12.23,-,3.3,31,35,11,0.06,-,-,6' 9.25'',6' 10.25'',9' 0'',232.4,7' 1.5'',12.23,-,3.3,31,35,11
751,Austin Daye,5.7,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2,0,2009,12.11,-,3.55,25,28,0,0.06,-,-,6' 9.75'',6' 10.75'',9' 2'',191.8,7' 2.75'',12.11,-,3.55,25,28,0
752,Garrett Temple,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Eric Maynor,6.3,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8,2009,10.78,-,3.19,28.5,31.5,8,0.05,-,-,6' 2.25'',6' 3.25'',8' 1'',163.6,6' 2.5'',10.78,-,3.19,28.5,31.5,8
754,Jodie Meeks,4.1,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2,2009,10.96,-,3.1,28.5,37,14,0.08,-,-,6' 3'',6' 4'',8' 2'',211.4,6' 4.5'',10.96,-,3.1,28.5,37,14
755,Chris Hunter,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,James Johnson,4.6,0.474,0.302,0.679,20.6,7.8,3.6,2.1,27,0.086,0.5,9.4,2009,11.21,-,3.23,30.5,35,18,0.12,-,-,6' 7'',6' 7.75'',8' 9.5'',257.2,7' 0.75'',11.21,-,3.23,30.5,35,18
757,Dante Cunningham,5.1,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1,2009,11.18,-,3.26,28,35,18,0.05,-,-,6' 7'',6' 8.25'',8' 10.5'',227.4,6' 11'',11.18,-,3.26,28,35,18
758,Derrick Brown,3.4,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4,2009,11.26,-,3.13,30.5,35.5,20,0.09,-,-,6' 7.5'',6' 8.5'',8' 11.5'',224.6,7' 2.5'',11.26,-,3.13,30.5,35.5,20
759,Jeff Teague,3.8,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3,2009,11.05,-,3.18,30.5,36.5,13,0.05,-,-,6' 0.25'',6' 1.5'',8' 2.5'',175.2,6' 7.5'',11.05,-,3.18,30.5,36.5,13
760,Hasheem Thabeet,6.3,0.567,,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4,2009,-,-,-,-,-,-,0.07,-,-,7' 1.25'',7' 2.5'',9' 5'',267.2,7' 6.25'',-,-,-,-,-,-
761,DaJuan Summers,2.3,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-5.8,-0.8,2009,10.94,-,3.17,29.5,34.5,15,0.07,-,-,6' 7.25'',6' 8.5'',8' 10.5'',243,7' 0.75'',10.94,-,3.17,29.5,34.5,15
762,DeMarre Carroll,3.5,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,0.104,0,6.7,2009,-,-,-,-,-,-,0.06,-,-,6' 6.25'',6' 7.75'',8' 9'',207.2,6' 10'',-,-,-,-,-,-
763,Jon Brockman,5.9,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8,2009,,,,,,,,,,,,,,,,,,,,
764,Earl Clark,2.3,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-2.8,-0.8,2009,11.17,-,3.35,28.5,33,5,0.05,-,-,6' 8.5'',6' 10.25'',9' 1.5'',228.4,7' 2.5'',11.17,-,3.35,28.5,33,5
765,Jeff Ayres,4.9,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2,2009,11.98,-,3.14,31,35,15,0.06,-,-,6' 8.75'',6' 10'',8' 11'',239.6,7' 1'',11.98,-,3.14,31,35,15
766,Gerald Henderson,2.5,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,2009,11.17,-,3.14,31.5,35,8,0.04,-,-,6' 4'',6' 5'',8' 6.5'',214.6,6' 10.25'',11.17,-,3.14,31.5,35,8
767,Marcus Landry,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Lester Hudson,2.1,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.1,0,2009,11.15,-,3.16,30.5,36,12,0.03,-,-,5' 11.75'',6' 1'',8' 2.5'',196,6' 8.75'',11.15,-,3.16,30.5,36,12
769,Cedric Jackson,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,O.J. Mayo,14.7,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.9,4.7,2008,11.04,-,3.14,30.5,41,7,0.06,-,-,6' 3.25'',6' 4.25'',8' 3.5'',200,6' 6'',11.04,-,3.14,30.5,41,7
771,Derrick Rose,17.1,0.457,0.316,0.83,31.7,18.2,3.3,5.4,44.2,0.1,1.4,18.4,2008,11.69,-,3.05,34.5,40,10,0.05,-,-,6' 1.5'',6' 2.5'',8' 2.5'',196,6' 8'',11.69,-,3.05,34.5,40,10
772,Eric Gordon,13.8,0.428,0.37,0.81,32.4,16.4,2.4,2.8,36.3,0.072,-0.5,8.8,2008,10.81,-,3.01,32,40,15,0.08,-,-,6' 2'',6' 3.25'',8' 3'',222,6' 9'',10.81,-,3.01,32,40,15
773,Russell Westbrook,14.7,0.437,0.304,0.785,34.7,22.9,7.4,8.5,106.1,0.146,4.3,55.6,2008,10.98,-,3.08,30,36.5,12,0.05,-,-,6' 2.25'',6' 3.5'',8' 4'',192,6' 7.75'',10.98,-,3.08,30,36.5,12
774,Michael Beasley,12.9,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054,-1.7,0.9,2008,11.06,-,3.24,30,35,19,0.08,-,-,6' 7'',6' 8.25'',8' 11'',239,7' 0.25'',11.06,-,3.24,30,35,19
775,Brook Lopez,17.4,0.494,0.34,0.796,30.3,16.5,6.3,1.4,70.9,0.131,1.3,21.6,2008,12.77,-,3.57,27.5,30.5,7,0.06,-,-,6' 11.25'',7' 0.5'',9' 5'',258,7' 5.5'',12.77,-,3.57,27.5,30.5,7
776,Marc Gasol,15.9,0.481,0.36,0.776,32.2,14,7.4,3.4,85.3,0.143,3.1,36.5,2007,,,,,,,,,,,,,,,,,,,,
777,D.J. Augustin,10.8,0.411,0.38,0.867,23.5,9.6,1.9,3.9,47.1,0.101,-0.6,7.7,2008,11.27,-,3.07,28.5,35,2,0.08,-,-,5' 10'',5' 11.5'',7' 10.5'',171.5,6' 3.5'',11.27,-,3.07,28.5,35,2
778,Kevin Love,15.3,0.44,0.372,0.829,31.1,17.7,10.7,2.4,87.6,0.171,3.4,33.6,2008,11.17,-,3.22,29.5,35,18,0.13,-,-,6' 7.75'',6' 9.5'',8' 10'',255,6' 11.25'',11.17,-,3.22,29.5,35,18
779,Jason Thompson,13.6,0.496,0.143,0.657,25.2,8.9,6.6,1.1,23.8,0.077,-2.6,-2.4,2008,,,,,,,,,,,,,,,,,,,,
780,Rudy Fernandez,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Anthony Morrow,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Mario Chalmers,12.5,0.417,0.351,0.793,26.7,8.9,2.5,3.7,32.3,0.09,-0.6,5.9,2008,,,,,,,,,,,,,,,,,,,,
783,Greg Oden,12.6,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174,-0.4,0.8,2007,11.67,-,3.27,32,34,-,0.08,-,-,6' 11'',7' 0'',9' 4'',257,7' 4.25'',11.67,-,3.27,32,34,-
784,Courtney Lee,8.1,0.451,0.388,0.853,27.1,9.6,2.6,1.7,39.3,0.086,-0.6,7.9,2008,,,,,,,,,,,,,,,,,,,,
